cd_plano_conta_rel,ds_plano_conta,nivel,vl_abr,vl_abr_f,vl_ago,vl_ago_f,vl_atualizado,vl_atualizado_f,vl_dez,vl_dez_f,vl_fev,vl_fev_f,vl_jan,vl_jan_f,vl_jul,vl_jul_f,vl_jun,vl_jun_f,vl_mai,vl_mai_f,vl_mar,vl_mar_f,vl_nov,vl_nov_f,vl_out,vl_out_f,vl_periodo,vl_periodo_f,vl_previsto,vl_previsto_f,vl_set,vl_set_f,vl_total,vl_total_f
1.3.2.1.01.0.1.90.14,AP SAUDE - ASPS / CONTRAPARTIDA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 168.090,65",168090.65,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 168.090,65",168090.65
1.3.2.1.06,Juros sobre o Capital Próprio,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.06.0.1,Juros sobre o Capital Próprio - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.06.0.1.01,Juros sobre o Capital Próprio - PREFEITURA,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 194.000,00",194000,"R$ 0,00",0,"R$ 0,00",0
1.3.2.2,Dividendos,4,"R$ 243.961,09",243961.09,"R$ 2.589,40",2589.4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 246.550,49",246550.49
1.3.2.2.01,Dividendos,5,"R$ 243.961,09",243961.09,"R$ 2.589,40",2589.4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 246.550,49",246550.49
1.3.2.2.01.0.1,Dividendos - Principal,7,"R$ 243.961,09",243961.09,"R$ 2.589,40",2589.4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 246.550,49",246550.49
1.3.2.2.01.0.1.01,DIVIDENDOS PREFEITURA,8,"R$ 243.961,09",243961.09,"R$ 2.589,40",2589.4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 246.550,49",246550.49
1.3.3,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença",3,"R$ 0,00",0,"R$ 0,00",0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26,,0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26
1.3.3.9.99,Outras Delegações de Serviços Públicos,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26,,0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26
1.3.3.9.99.0.1,Outras Delegações de Serviços Públicos - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26,,0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26
1.3.3.9.99.0.1.01,Outras Delegações de Serviços Públicos - Principal,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26,,0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26
1.3.3.9.99.0.1.01.01,RECEITA VARIAVEL SOBRE FATURAMENTO - SABESP,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 2.139.000,00",2139000,"R$ 0,00",0,"R$ 0,00",0
1.3.3.9.99.0.1.01.02,CONTRATO DE CONCESSSÃO 01-2024- SABESP/ FUNDO DE SANEAMENTO BASICO E AMBIENTAL DE SANTOS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 9.411.233,26",9411233.26
1.3.6,Cessão de Direitos,3,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.6.1,Cessão de Direitos,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.6.1.01,Cessão do Direito de Operacionalização de Pagamentos,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.6.1.01.1,Cessão do Direito de Operacionalização de Pagamentos - Poderes Executivo e Legislativo,6,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.6.1.01.1.1,Cessão do Direito de Operacionalização de Pagamentos - Poderes Executivo e Legislativo - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.6.1.01.1.1.01,FOLHA DE PAGAMENTO,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.6,Receita de Serviços,2,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1,Serviços Administrativos e Comerciais Gerais,3,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1.1,Serviços Administrativos e Comerciais Gerais,4,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1.1.01,Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral,5,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1.1.01.0.1,Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral – Principal,7,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1.1.01.0.1.01,Serviços Administrativos e Comerciais Gerais - Principal,8,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.6.1.1.01.0.1.01.01,OUTROS SERVICOS ADMINISTRATIVOS,9,"R$ 257,53",257.53,"R$ 210,76",210.76,"R$ 10.000,00",10000,"R$ 25,44",25.44,"R$ 127,18",127.18,"R$ 185,88",185.88,"R$ 205,53",205.53,"R$ 337,84",337.84,"R$ 225,66",225.66,"R$ 118,17",118.17,"R$ 163,16",163.16,"R$ 158,14",158.14,,0,"R$ 10.000,00",10000,"R$ 249,55",249.55,"R$ 2.264,84",2264.84
1.7,Transferência Correntes,2,"R$ 143.568.130,71",143568130.71,"R$ 128.509.467,14",128509467.14,"R$ 1.585.117.000,00",1585117000,"R$ 30.328.027,27",30328027.27,"R$ 146.683.062,32",146683062.32,"R$ 172.728.921,15",172728921.15,"R$ 167.356.750,27",167356750.27,"R$ 109.311.687,69",109311687.69,"R$ 132.512.140,49",132512140.49,"R$ 135.241.011,62",135241011.62,"R$ 120.937.672,76",120937672.76,"R$ 128.079.509,49",128079509.49,,0,"R$ 1.585.117.000,00",1585117000,"R$ 148.001.261,86",148001261.86,"R$ 1.563.257.642,77",1563257642.77
1.7.1,Transferências da União e de suas Entidades,3,"R$ 36.278.972,24",36278972.24,"R$ 30.855.988,02",30855988.02,"R$ 430.241.000,00",430241000,"R$ 58.041,85",58041.85,"R$ 35.117.226,71",35117226.71,"R$ 30.528.480,72",30528480.72,"R$ 36.852.687,45",36852687.45,"R$ 35.361.933,91",35361933.91,"R$ 31.934.108,97",31934108.97,"R$ 30.071.346,99",30071346.99,"R$ 32.821.039,38",32821039.38,"R$ 31.097.794,08",31097794.08,,0,"R$ 430.241.000,00",430241000,"R$ 34.041.073,82",34041073.82,"R$ 365.018.694,14",365018694.14
1.7.1.1,Transferências Decorrentes de Participação na Receita da União,4,"R$ 8.346.968,53",8346968.53,"R$ 8.857.648,84",8857648.84,"R$ 116.071.000,00",116071000,"R$ 0,00",0,"R$ 12.478.440,62",12478440.62,"R$ 9.296.480,06",9296480.06,"R$ 12.690.523,75",12690523.75,"R$ 10.938.042,54",10938042.54,"R$ 10.647.741,74",10647741.74,"R$ 8.218.830,00",8218830,"R$ 10.249.306,09",10249306.09,"R$ 7.561.293,63",7561293.63,,0,"R$ 116.071.000,00",116071000,"R$ 12.263.501,42",12263501.42,"R$ 111.548.777,22",111548777.22
1.7.1.1.51,Cota-Parte do Fundo de Participação dos Municípios - FPM,5,"R$ 8.346.968,16",8346968.16,"R$ 8.857.648,45",8857648.45,"R$ 115.991.000,00",115991000,"R$ 0,00",0,"R$ 12.473.145,63",12473145.63,"R$ 9.295.245,15",9295245.15,"R$ 12.690.523,37",12690523.37,"R$ 10.936.693,30",10936693.3,"R$ 10.647.741,37",10647741.37,"R$ 8.214.140,22",8214140.22,"R$ 10.247.715,97",10247715.97,"R$ 7.538.745,28",7538745.28,,0,"R$ 115.991.000,00",115991000,"R$ 12.262.965,28",12262965.28,"R$ 111.511.532,18",111511532.18
1.7.1.1.51.1,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,6,"R$ 8.346.968,16",8346968.16,"R$ 8.857.648,45",8857648.45,"R$ 115.990.000,00",115990000,"R$ 0,00",0,"R$ 12.473.145,63",12473145.63,"R$ 9.295.245,15",9295245.15,"R$ 6.713.649,20",6713649.2,"R$ 10.936.693,30",10936693.3,"R$ 10.647.741,37",10647741.37,"R$ 8.214.140,22",8214140.22,"R$ 10.247.715,97",10247715.97,"R$ 7.538.745,28",7538745.28,,0,"R$ 115.990.000,00",115990000,"R$ 7.151.658,16",7151658.16,"R$ 100.423.350,89",100423350.89
1.7.1.1.51.1.1,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,7,"R$ 8.346.968,16",8346968.16,"R$ 8.857.648,45",8857648.45,"R$ 115.990.000,00",115990000,"R$ 0,00",0,"R$ 12.473.145,63",12473145.63,"R$ 9.295.245,15",9295245.15,"R$ 6.713.649,20",6713649.2,"R$ 10.936.693,30",10936693.3,"R$ 10.647.741,37",10647741.37,"R$ 8.214.140,22",8214140.22,"R$ 10.247.715,97",10247715.97,"R$ 7.538.745,28",7538745.28,,0,"R$ 115.990.000,00",115990000,"R$ 7.151.658,16",7151658.16,"R$ 100.423.350,89",100423350.89
1.7.1.1.51.1.1.01,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,8,"R$ 8.346.968,16",8346968.16,"R$ 8.857.648,45",8857648.45,"R$ 115.990.000,00",115990000,"R$ 0,00",0,"R$ 12.473.145,63",12473145.63,"R$ 9.295.245,15",9295245.15,"R$ 6.713.649,20",6713649.2,"R$ 10.936.693,30",10936693.3,"R$ 10.647.741,37",10647741.37,"R$ 8.214.140,22",8214140.22,"R$ 10.247.715,97",10247715.97,"R$ 7.538.745,28",7538745.28,,0,"R$ 115.990.000,00",115990000,"R$ 7.151.658,16",7151658.16,"R$ 100.423.350,89",100423350.89
1.7.1.1.51.1.1.01.01,COTA-PARTE FUNDO DE PARTICIPACAO DOS MUNICIPIOS,9,"R$ 8.346.968,16",8346968.16,"R$ 8.857.648,45",8857648.45,"R$ 115.990.000,00",115990000,"R$ 0,00",0,"R$ 12.473.145,63",12473145.63,"R$ 9.295.245,15",9295245.15,"R$ 6.713.649,20",6713649.2,"R$ 10.936.693,30",10936693.3,"R$ 10.647.741,37",10647741.37,"R$ 8.214.140,22",8214140.22,"R$ 10.247.715,97",10247715.97,"R$ 7.538.745,28",7538745.28,,0,"R$ 115.990.000,00",115990000,"R$ 7.151.658,16",7151658.16,"R$ 100.423.350,89",100423350.89
1.7.1.1.51.2,Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias,6,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.976.874,17",5976874.17,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 5.111.307,12",5111307.12,"R$ 11.088.181,29",11088181.29
1.7.1.1.51.2.1,Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.976.874,17",5976874.17,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 5.111.307,12",5111307.12,"R$ 11.088.181,29",11088181.29
1.7.1.1.51.2.1.01,Cota-Parte do Fundo de Participação do Municípios – Cotas Extraordinárias - Principal,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.976.874,17",5976874.17,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 5.111.307,12",5111307.12,"R$ 11.088.181,29",11088181.29
1.7.1.1.52,Cota-Parte do Imposto sobre a Propriedade Territorial Rural,5,"R$ 0,37",0.37,"R$ 0,39",0.39,"R$ 80.000,00",80000,"R$ 0,00",0,"R$ 5.294,99",5294.99,"R$ 1.234,91",1234.91,"R$ 0,38",0.38,"R$ 1.349,24",1349.24,"R$ 0,37",0.37,"R$ 4.689,78",4689.78,"R$ 1.590,12",1590.12,"R$ 22.548,35",22548.35,,0,"R$ 80.000,00",80000,"R$ 536,14",536.14,"R$ 37.245,04",37245.04
1.7.1.1.52.0.1,Cota-Parte do Imposto sobre a Propriedade Territorial Rural - Principal,7,"R$ 0,37",0.37,"R$ 0,39",0.39,"R$ 80.000,00",80000,"R$ 0,00",0,"R$ 5.294,99",5294.99,"R$ 1.234,91",1234.91,"R$ 0,38",0.38,"R$ 1.349,24",1349.24,"R$ 0,37",0.37,"R$ 4.689,78",4689.78,"R$ 1.590,12",1590.12,"R$ 22.548,35",22548.35,,0,"R$ 80.000,00",80000,"R$ 536,14",536.14,"R$ 37.245,04",37245.04
1.7.1.1.52.0.1.01,Cota-Parte do Imposto sobre a Propriedade Territorial Rural - Principal,8,"R$ 0,37",0.37,"R$ 0,39",0.39,"R$ 80.000,00",80000,"R$ 0,00",0,"R$ 5.294,99",5294.99,"R$ 1.234,91",1234.91,"R$ 0,38",0.38,"R$ 1.349,24",1349.24,"R$ 0,37",0.37,"R$ 4.689,78",4689.78,"R$ 1.590,12",1590.12,"R$ 22.548,35",22548.35,,0,"R$ 80.000,00",80000,"R$ 536,14",536.14,"R$ 37.245,04",37245.04
1.7.1.1.52.0.1.01.01,COTA-PARTE DO IMPOSTO S/A PROP.TERRITORIAL RURAL,9,"R$ 0,37",0.37,"R$ 0,39",0.39,"R$ 80.000,00",80000,"R$ 0,00",0,"R$ 5.294,99",5294.99,"R$ 1.234,91",1234.91,"R$ 0,38",0.38,"R$ 1.349,24",1349.24,"R$ 0,37",0.37,"R$ 4.689,78",4689.78,"R$ 1.590,12",1590.12,"R$ 22.548,35",22548.35,,0,"R$ 80.000,00",80000,"R$ 536,14",536.14,"R$ 37.245,04",37245.04
1.7.1.2,Transferências das Compensações Financeiras pela Exploração de Recursos Naturais,4,"R$ 387.302,47",387302.47,"R$ 375.809,87",375809.87,"R$ 7.000.000,00",7000000,"R$ 58.041,85",58041.85,"R$ 427.883,86",427883.86,"R$ 347.609,95",347609.95,"R$ 342.582,52",342582.52,"R$ 384.921,33",384921.33,"R$ 404.494,56",404494.56,"R$ 467.240,26",467240.26,"R$ 529.722,44",529722.44,"R$ 370.701,26",370701.26,,0,"R$ 7.000.000,00",7000000,"R$ 403.239,55",403239.55,"R$ 4.499.549,92",4499549.92
1.7.1.2.51,Cota-Parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM,5,"R$ 27.676,94",27676.94,"R$ 47.423,03",47423.03,"R$ 0,00",0,"R$ 58.041,85",58041.85,"R$ 54.129,97",54129.97,"R$ 10.063,24",10063.24,"R$ 32.387,83",32387.83,"R$ 42.539,84",42539.84,"R$ 33.622,14",33622.14,"R$ 46.407,27",46407.27,"R$ 211.055,53",211055.53,"R$ 28.573,01",28573.01,,0,"R$ 0,00",0,"R$ 38.032,88",38032.88,"R$ 629.953,53",629953.53
1.7.1.2.51.0.1,Cota-Parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Principal,7,"R$ 27.676,94",27676.94,"R$ 47.423,03",47423.03,"R$ 0,00",0,"R$ 58.041,85",58041.85,"R$ 54.129,97",54129.97,"R$ 10.063,24",10063.24,"R$ 32.387,83",32387.83,"R$ 42.539,84",42539.84,"R$ 33.622,14",33622.14,"R$ 46.407,27",46407.27,"R$ 211.055,53",211055.53,"R$ 28.573,01",28573.01,,0,"R$ 0,00",0,"R$ 38.032,88",38032.88,"R$ 629.953,53",629953.53
1.7.1.2.51.0.1.01,Cota-Parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Principal,8,"R$ 27.676,94",27676.94,"R$ 47.423,03",47423.03,"R$ 0,00",0,"R$ 58.041,85",58041.85,"R$ 54.129,97",54129.97,"R$ 10.063,24",10063.24,"R$ 32.387,83",32387.83,"R$ 42.539,84",42539.84,"R$ 33.622,14",33622.14,"R$ 46.407,27",46407.27,"R$ 211.055,53",211055.53,"R$ 28.573,01",28573.01,,0,"R$ 0,00",0,"R$ 38.032,88",38032.88,"R$ 629.953,53",629953.53
1.7.1.2.51.0.1.01.01,COTA-PARTE COM. FI. REC. MINERAIS CFEM,9,"R$ 27.676,94",27676.94,"R$ 47.423,03",47423.03,"R$ 0,00",0,"R$ 58.041,85",58041.85,"R$ 54.129,97",54129.97,"R$ 10.063,24",10063.24,"R$ 32.387,83",32387.83,"R$ 42.539,84",42539.84,"R$ 33.622,14",33622.14,"R$ 46.407,27",46407.27,"R$ 211.055,53",211055.53,"R$ 28.573,01",28573.01,,0,"R$ 0,00",0,"R$ 38.032,88",38032.88,"R$ 629.953,53",629953.53
1.7.1.2.52,Cota-Parte da Compensação Financeira pela Produção de Petróleo,5,"R$ 359.625,53",359625.53,"R$ 328.386,84",328386.84,"R$ 7.000.000,00",7000000,"R$ 0,00",0,"R$ 373.753,89",373753.89,"R$ 337.546,71",337546.71,"R$ 310.194,69",310194.69,"R$ 342.381,49",342381.49,"R$ 370.872,42",370872.42,"R$ 420.832,99",420832.99,"R$ 318.666,91",318666.91,"R$ 342.128,25",342128.25,,0,"R$ 7.000.000,00",7000000,"R$ 365.206,67",365206.67,"R$ 3.869.596,39",3869596.39
1.7.1.2.52.1,Cota-Parte da Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89,6,"R$ 359.625,53",359625.53,"R$ 328.386,84",328386.84,"R$ 7.000.000,00",7000000,"R$ 0,00",0,"R$ 373.753,57",373753.57,"R$ 337.546,71",337546.71,"R$ 309.350,95",309350.95,"R$ 342.381,49",342381.49,"R$ 370.872,42",370872.42,"R$ 420.832,99",420832.99,"R$ 318.666,91",318666.91,"R$ 342.128,25",342128.25,,0,"R$ 7.000.000,00",7000000,"R$ 365.206,67",365206.67,"R$ 3.868.752,33",3868752.33
1.7.1.2.52.1.1,Cota-Parte da Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89 - Principal,7,"R$ 359.625,53",359625.53,"R$ 328.386,84",328386.84,"R$ 7.000.000,00",7000000,"R$ 0,00",0,"R$ 373.753,57",373753.57,"R$ 337.546,71",337546.71,"R$ 309.350,95",309350.95,"R$ 342.381,49",342381.49,"R$ 370.872,42",370872.42,"R$ 420.832,99",420832.99,"R$ 318.666,91",318666.91,"R$ 342.128,25",342128.25,,0,"R$ 7.000.000,00",7000000,"R$ 365.206,67",365206.67,"R$ 3.868.752,33",3868752.33
1.7.1.2.52.1.1.01,Cota-Parte da Compensação Financeira pela Produção de Petróleo – Lei nº 7.990/89 - Principal,8,"R$ 359.625,53",359625.53,"R$ 328.386,84",328386.84,"R$ 7.000.000,00",7000000,"R$ 0,00",0,"R$ 373.753,57",373753.57,"R$ 337.546,71",337546.71,"R$ 309.350,95",309350.95,"R$ 342.381,49",342381.49,"R$ 370.872,42",370872.42,"R$ 420.832,99",420832.99,"R$ 318.666,91",318666.91,"R$ 342.128,25",342128.25,,0,"R$ 7.000.000,00",7000000,"R$ 365.206,67",365206.67,"R$ 3.868.752,33",3868752.33
1.7.1.2.52.1.1.01.01,C.P. ROYALITIES. C. FI. PR. PETROLEO. L. 7990/89,9,"R$ 359.625,53",359625.53,"R$ 328.386,84",328386.84,"R$ 7.000.000,00",7000000,"R$ 0,00",0,"R$ 373.753,57",373753.57,"R$ 337.546,71",337546.71,"R$ 309.350,95",309350.95,"R$ 342.381,49",342381.49,"R$ 370.872,42",370872.42,"R$ 420.832,99",420832.99,"R$ 318.666,91",318666.91,"R$ 342.128,25",342128.25,,0,"R$ 7.000.000,00",7000000,"R$ 365.206,67",365206.67,"R$ 3.868.752,33",3868752.33
1.7.1.2.52.2,"Cota-Parte pelo Excedente da Produção do Petróleo – Lei nº 9.478/97, Artigo 49, I e II",6,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,32",0.32,"R$ 0,00",0,"R$ 843,74",843.74,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 844,06",844.06
