cnpj;ano;num_parceria;nm_orgao_entidade_parceira;nm_posicao_estrutura_adm;tp_ente_federado;tp_fonte_recursos;tp_instrumento_parceria;dt_publicacao;vl_recursos_previstos;vl_recursos_repassados;num_beneficiarios;dt_inicio_atividades;dt_fim_atividades;tx_objetivo_parceria
58.269.515/0001-71;2011;109750;Prefeitura Municipal de Santos - Secretaria de Assistencia Social e Desenvolvimento Social  Estado;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;03/01/2011;57.000,00;57.000,00;60;03/01/2011;31/12/2011;Constitui o objeto deste convênio  a transferencia de recursos financeiro do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho Municipal de Assistencia Social
58.149.030/0001-44;2011;109788;Secretaria Estadual de  Assistência e  Desenvolvimento Social;-;Estadual;Estadual;Convênio;30/09/2010;29.948,00;29.948,00;48;30/09/2010;30/01/2011;O presente convênio tem como objeto a transferência de recursos financeiros para aquisição de EQUIPAMENTOS E MATERIAIS DE NATUREZA PERMANENTE.
58.219.551/0001-20;2008;28876;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;Ministério Público;Municipal;Federal;Convênio;13/12/2007;23.870,00;20.770,00;31;01/01/2008;31/12/2008;Atendimento ás necessidades dos idosos.
58.219.551/0001-20;2008;28876;PREFEITURA MUNICIPAL DE SANTOS;Ministério Público;Municipal;Municipal;Convênio;18/12/2007;311.509,94;311.059,94;30;01/01/2008;31/12/2008;Atendimento ás necessidades dos idosos
58.238.866/0001-15;2011;109900;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;03/01/2011;817.030,18;841.130,51;100;01/01/2011;31/12/2011;ATENDIMENTO EDUCACIONAL ESPECIALIZADO A CRIANÇAS, ADOLESCENTES E/OU ADULTOS PORTADORES DE NECESSIDADES ESPECIAIS
58.238.866/0001-15;2011;109900;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;04/01/2010;5.347,20;5.710,10;100;04/01/2010;31/12/2010;Projeto para Oficinas de Artezanato para as familias dos alunos e comunidade local
58.238.866/0001-15;2011;109900;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;03/01/2011;38.157,13;40.121,42;50;03/01/2012;31/12/2012;PROJETO APAE CIDADÃ-DESENVOLVENDO POTENCIALIDADES, FORTALECENDO VINCULOS, COM OBJETIVO DE CAPACITAR ADOLESCENTES E ADULTOS COM DEFICIÊNCIA INTELECTUAL E/OU SEUS FAMILIARES, EM NOÇÕES BÁSICAS DE CULINÁRIA/COZINHA E DE GESTÃO P/ INSERÇÃO NO MERCADO DE TRABALHO E/OU EM CASA.
58.238.866/0001-15;2011;109900;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2011;5.723,30;5.625,84;50;03/01/2011;31/12/2011;PROJETO APAE- CIDADÃ, CO-FINANCIAMENTO MUNICIPAL, COM OBJETIVO DE PREPARAR ADOLESCENTES E ADULTOS COM DEFICIÊNCIA INTELECTUAL E/OU FAMILIARES PARA O MERCADO DE TRABALHO E/OU EM CASA, COM NOÇÕES BÁSICAS  NA PREPARAÇÃO DE SALGADOS E AFINS.
58.238.866/0001-15;2011;109900;FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO;Órgão Público do Poder Executivo;Federal;Federal;Convênio;21/07/2011;6.240,00;6.400,97;100;01/09/2011;08/12/2011;COMPRA DE EQUIPAMENTOS DE USO PEDAGÓGICO E REFORMA DE PORTÕES DA ESCOLA.
58.238.866/0001-15;2011;109900;MINISTERIO PUBLICO DO TRABALHO;Ministério Público;Federal;Federal;Termo de Parceria;01/02/2011;50.458,69;50.959,67;100;01/02/2011;06/06/2011;COMPRA DE ALIMENTOS, ROUPAS, BRINQUEDOS, MATERIAL ESCOLAR, E REFORMAS.
58.238.866/0001-15;2011;109900;MINISTERIO PUBLICO DO TRABALHO;Ministério Público;Federal;Federal;Termo de Parceria;25/08/2011;33.879,50;36.690,92;100;25/08/2011;31/12/2011;COMPRA DE ALIMENTOS, BRINQUEDOS E DEMAIS EQUIPAMENTOS PARA USO DOS ALUNOS.
58.238.866/0001-15;2011;109900;SECRETARIA DE DESENVOLVIMENTO SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;31/10/2011;30.000,00;28.107,04;50;31/10/2011;24/04/2012;"COMPRA DE EQUIPAMENTO E MATERIAL DE NATUREZA PERMANENTE PARA O PROJETO ""NUTRE"", QUE OBJETIVA A CAPACITAÇÃO DE PESSOAS COM DEFICIENCIA INTELECTUAL P/ O MERCADO DE TRABALHO."
58.238.866/0001-15;2011;109900;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;16/12/2010;113.297,73;134.297,10;68;03/01/2011;31/12/2011;SERVIÇOS DE SAUDE AMBULATORIAIS E DE APOIO DIAGNÓSTICO E TERAPÊUTICO COMPLEMENTARES DO SISTEMA UNICO DE SAUDE.
58.222.910/0001-07;2012;122015;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;22/12/2006;835.648,00;835.648,00;363;01/01/2012;31/12/2012;Pagamento de salários, encargos da equipe de profissionais e alimentação para as crianças.
58.222.910/0001-07;2012;122015;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;01/01/2012;31/12/2012;Destiná-se à manutenção das atividades da entidade.
54.346.127/0001-96;2008;31129;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;SUBVENÇÃO MENSAL;01/08/2001;12.000,00;11.000,00;264;01/01/2008;31/12/2008;PARCERIA TEM COMO OBJETIVO CUSTEAR ALIMENTAÇÃO E COMPRA DE KIT HIGIENE QUE SÃO DOADOS MENSALMENTE AOS ASSISTIDOS PELA ENTIDADE.
68.018.050/0001-30;2008;31273;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;25/12/2007;1.415.156,78;1.576.948,80;140;03/02/2008;12/12/2008;SEDUC - COMPLEMENTARIEDADE NO PAGAMENTO DE SALÁRIOS, ENCARGOS SOCIAIS, ALIMENTAÇÃO E MATERIAL ESCOLAR.SMS - PAGAMENTO E SALÁRIOS DOS TÉCNICOS ENCARGOS SOCIAIS E MEDICAMENTOS.
64.042.740/0001-73;2011;110050;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;30/12/2010;952.758,28;952.758,28;103;01/01/2011;31/12/2011;Prestar atentimento gratuito à pessoas com multiplas deficiências e autismo
66.505.017/0001-09;2008;32182;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;22/12/2006;1.109.984,46;1.189.722,82;118;07/02/2008;12/12/2008;TRATAMENTO
58.198.227/0001-73;2008;33257;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Órgão Público do Poder Executivo;Municipal;Municipal;SUBVENÇÃO;12/02/2007;1.645.647,25;1.645.647,25;210;10/02/2008;10/12/2008;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2008;33257;secretaria de ação social de são vicente;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;-;20.000,00;20.000,00;210;03/02/2008;17/12/2008;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2008;33257;Secretaria de educação de cubatão;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;06/11/2007;60.000,00;60.000,00;25;10/02/2008;10/12/2008;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2008;33257;secretaria de ação social de santos;Órgão Público do Poder Executivo;Municipal;Federal;subvenção;23/02/2007;17.035,43;17.035,43;210;10/02/2008;18/12/2008;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO  e SEUS FAMILIARES.
58.198.227/0001-73;2008;33257;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Convênio;-;7.190,00;7.190,00;210;10/02/2008;18/12/2008;Programa Dinheiro Direto na Escola com recursos destinados à custeio e capital
58.198.227/0001-73;2008;33257;Secretaria do desenvolvimento;Órgão Público do Poder Executivo;Estadual;Estadual;verba parlamentar;26/12/2007;60.000,00;60.000,00;210;10/02/2008;18/12/2008;Verba parlamentar destinada a compra e instalação de equipamentos de acessibilidade tecnológica-assistiva  na biblioteca para uso  dos alunos deficientes visuais.
66.505.017/0001-09;2011;110274;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;22/12/2006;1.089.903,25;1.089.903,25;110;02/02/2009;15/12/2009;TRATAMENTO
58.250.267/0001-17;2008;37260;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;09/03/1995;270.181,44;270.181,44;128;05/02/2008;20/12/2008;Atendimento às crianças na faixa etária de 3 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
51.642.288/0001-39;2007;37986;Prefeitura Municipal de Guarujá;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;240.000,00;240.000,00;80;15/03/2004;22/04/2009;Manutenção da creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2007;37986;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;227.831,18;227.831,18;100;01/01/2007;01/01/2008;Manutenção de creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2007;37986;Prefeitura Municipal de São Vicente;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;88.349,57;88.349,57;80;24/10/2007;23/10/2008;Manutenção de creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2007;37986;Prefeitura Municipal de Cubatão;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;17.684,36;17.684,36;28;31/12/2006;30/12/2007;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
51.642.288/0001-39;2007;37986;Governo do Estado de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;Subvenção Pública Estadual;-;9.945,00;9.945,00;28;31/12/2006;30/12/2007;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
51.642.288/0001-39;2007;37986;Governo Federal;Órgão Público do Poder Executivo;Federal;Federal;Subvenção Pública Federal;-;4.817,02;4.817,02;28;31/12/2006;30/12/2007;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
58.228.453/0001-50;2011;110585;PREF MUNICIPAL DE GUARUJA;Empresa Pública;Municipal;Municipal;Convênio;01/02/2009;80.100,00;80.100,00;80;02/01/2011;20/12/2011;MANUTENÇÃO DA CRECHE
58.198.524/0001-19;2008;39992;Governo Municipal;Órgão Público do Poder Executivo;Municipal;Municipal;Lei autorizativa;30/10/1997;650.000,00;650.000,00;-;01/01/2008;31/12/2008;Objetivo: auxiliar na manutenção das atividades e serviços prestados pelo hospital, que atende a maioria das pessoas carentes da nossa região.
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;24/11/2007;200.000,00;200.000,00;-;21/12/2007;30/09/2008;Objetivo: Destinados para aquisição de equipamentos.
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;17/05/2008;500.000,00;500.000,00;-;15/05/2008;30/06/2008;Destinados para reforma da Maternidade - 4º Ala D.
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;19/12/2008;295.800,00;295.800,00;-;17/12/2008;31/12/2010;Destinados a custeio de Cursos de Capacitação Profissional - Desenvolvimento de Servidores do SUS.
58.198.524/0001-19;2008;39992;Ministério da Saúde;Órgão Público do Poder Executivo;Federal;Federal;Convênio;24/07/2008;180.000,00;180.000,00;-;04/06/2008;29/06/2009;Aquisição de Equipamentos - Ecógrafo (Ecodoppler).
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;05/01/2008;200.000,00;200.000,00;-;28/12/2008;30/06/2009;Aquisição de Equipamentos - Ultrassom.
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;18/09/2008;700.000,02;350.000,01;-;15/09/2008;31/12/2009;Pró- Santa Casa - Atender a manutenção da entidade para execução de serviços com qualidade e presteza à população do SUS.
58.198.524/0001-19;2008;39992;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;21/03/2008;350.000,00;350.000,00;-;08/12/2006;30/06/2008;Destinados para reforma da Maternidade - 4º Ala D e Centro Obstétrico.
58.198.524/0001-19;2008;39992;Ministério da Saúde;Órgão Público do Poder Executivo;Federal;Federal;Convênio;31/12/2008;120.000,00;120.000,00;-;31/12/2008;26/12/2009;Aquisição de Equipamentos - Ultrassom.
52.246.451/0001-07;2008;40286;Secretaria Municipal de Assistência Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;02/01/2008;14.400,00;,00;30;02/01/2008;02/01/2008;Constitui objeto deste Convênio o desenvolvimento de atividades destinadas à prestação de serviços socioassistenciais, compreendidos nas áreas da Proteção Social.
52.246.451/0001-07;2008;40286;Secretaria Municipal da Assistência Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;22/01/2008;9.800,00;,00;10;22/01/2008;22/01/2009;Este convênio tem por objeto o estabelecimento de parceria para a manutenção de serviço de antendimento a idosos em regime de abrigo.
68.011.865/0001-97;2011;110859;PMS - SEDUC;Autarquia;Municipal;Municipal;Convênio;23/12/2010;470.066,40;470.066,40;180;01/01/2011;31/12/2011;O CONVÊNIO TEM POR OBJETIVO O ESTABELECIMENTO DE PARCERIA ENTRE O MUNICÍPIO, POR INTERMÉDIO DA SECRETARIA E EDUCAÇÃO, E A ENTIDADE, PARA O ATENDIMENTO GRATUITO DE 180 CRIANÇAS EM CRECHE E PRE-ESCOLA, VISANDO O DESENVOLVIMENTO SÓCIO-EDUCATIVO DE CRIANÇAS RESIDENTES NO MUNICÍPIO.
58.167.032/0001-66;2006;43500;prefeitura municipal de santos /seduc;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2006;263.189,94;263.189,94;175;01/01/2006;31/12/2006;manutenção do serviço de atendimento que proporcione o desenvolvimento, sócio educativo às crianças e ou adolescentes do Municipio.
58.167.032/0001-66;2006;43500;prefeitura muncipal de santos fnas;Órgão Público do Poder Executivo;Federal;Federal;Convênio;01/01/2006;15.345,75;15.345,75;100;01/01/2006;31/12/2006;Atividades destinadas à prestação de serviço específico de proteção social básica à família.
58.167.032/0001-66;2006;43500;prefeitura municipal de santos feas;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/01/2006;24.204,05;24.205,05;70;01/01/2006;08/12/2006;Convênio destinado a execução descentralizada do Programa Estadual de Proteção Social - Básica e Especial, apoiado pelo Estado de Saõ Paulo, por sua Secretaria de Assistencia e Desenvolvimento Social .
64.042.740/0001-73;2008;44163;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;30/12/2008;153.848,16;153.848,16;65;24/01/2009;24/08/2009;Prestar atendimento educacional especial a pessoas com defici?ncias m?ltiplas e autismo.
71.550.222/0001-26;2012;122826;Secretaria de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;10/01/2011;1.067.584,05;970.530,96;280;01/01/2012;28/12/2012;atendimento em creche
71.550.222/0001-26;2012;122826;Secretaria de Ação Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;10/01/2011;72.000,00;72.000,00;60;01/01/2012;20/12/2012;Pagamento para aquisição de materiais pedagógicos ,para desenvolvimento das oficinas e pagamento de oficineiros.
68.025.576/0001-47;2011;111540;Prefeitura Municipal de Santos/Secretaria da Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2011;699.732,00;699.732,00;600;01/01/2011;31/12/2011;A Parceria com a SEDUC tem possibilitado a manutenção das atividades complementares à escola para 700 alunos da rede publica de Ensino que são atendidos diariamente em  seis bairros diferentes da Cidade.Além das atividades como esportes,musica, leitura,inclusão digital, teatro, dança, culinaria,etc oferecemos também duas refeições diarias, totalizando cerca de  330.000 refeições ano.Os alunos e seus familiares tem ainda o acompanhamento e  apoio socio assistencial por técnicos em assistencia social e psicologa.Esta parceria tem sido elogiada ano a ano e tem demonstrado-se eficaz no combate a evasão escolar e ao aumento no indice nutricional das crianças e adolescentes que
68.025.576/0001-47;2011;111540;CMDCA - Conselho Municipal da Criança e do Adolescente;Sociedade de Economia Mista;Municipal;Municipal;Convênio;11/02/2011;131.200,00;109.333,30;400;11/02/2011;10/05/2012;O Projeto PREVENIR tem como principal finalidade promover a conscientização das comunidades em situação de vulnerabilidade social, promovendo a educação em saúde voltada à prevenção do uso indevido de drogas e DST/Aids, visando a redução da vulnerabilidade dos adolescentes de baixa renda. As ações do projeto serão desenvolvidas nas comunidades onde estão nossas unidades de atendimentos: Centro, Morro da Penha, Areia Branca, Marapé, Bom Retiro e Caruara. As ações propostas estão perfeitamente de acordo com o Programa Estadual de DST/Aids e com o Plano Municipal de Ação em Defesa dos Direitos da Criança e do Adolescente.
68.025.576/0001-47;2011;111540;CMDCA - Conselho Municipal dos Direitos da Criança e do Adolescente;Sociedade de Economia Mista;Municipal;Municipal;Convênio;25/11/2010;50.000,00;50.000,00;600;25/11/2010;24/11/2011;O NProjeto EDUCAÇÃO AMBIENTAL tem o objetivo de promover a conscientização das criançãs e adolescentes atendidos pela instituição no que diz respeito ao meio ambiente, alertando e desenvolvendo ações que visam educar sobre a correta destinação dos resíduos sólidos urbanos (lixo orgânico e seco), bem como o aproveitamento de materiais suscetíveis à reciclagem.
68.025.576/0001-47;2011;111540;Prefeitura Municipal de Santos/Secretaria de Ação Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2011;25.000,00;25.000,00;250;01/01/2011;31/12/2011;"O Projeto CULTIVANDO O TRABALHO visa contribuir para a redução da pobreza e da desigualdade, a erradicação da fome e a promoção da autonomia e da inclusão social dos jovens e adolescentes integrantes de famílias em situação de vulnberabilidade social; integração das políticas públicas sociais voltadas a juventude e ações socioeducativas."
68.025.576/0001-47;2011;111540;Fundação Telefonica;Sociedade de Economia Mista;Estadual;Municipal;Convênio;03/03/2011;260.000,00;97.500,00;260;01/04/2011;01/03/2013;O Projeto Pro Menino tem como principal objetivo investir em ações contínuas e sistemáticas, com vistas à prevenção e a erradicação do trabalho infantil  promovendo meios que possam desencadear o processo de  inclusão social das crianças, adolescentes e famílias vulnerabilizadas, visando o seu fortalecimento e o desenvolvimento familiar e comunitário.
66.505.017/0001-09;2007;13035;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;23/12/2006;1.073.096,40;1.073.096,40;118;05/02/2007;18/12/2007;TRATAMENTO
58.250.267/0001-17;2011;111864;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;08/03/1995;292.982,80;292.982,80;115;31/01/2011;15/12/2011;Atendimento às crianças na faixa etária de 2 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
58.269.515/0001-71;2009;51233;Prefeitura Municipal de Santos/ Secretaria Municipal  de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;16/02/2009;587.000,40;587.000,40;320;04/01/2009;30/12/2009;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
58.269.515/0001-71;2009;51233;Prefeitura Municipal de Santos - Secretaria de Assitencia e Desenvolvimento Social  Et. de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;12°  parcela de 2008;15/08/2008;4.210,00;4.210,00;90;01/08/2008;30/12/2008;Constitui o objeto deste convênio  a transferencia de recursos financeiro FMAS do municipio destinado a execução descentralizada, do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho MUnicipal de Assitencia Social
58.269.515/0001-71;2009;51233;Prefeitura Municipal de Santos - Secretaria de Assistencia Social e Desenvolvimento Social  Estado;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;20/02/2009;50.520,00;46.310,00;90;04/01/2009;30/12/2009;Constitui o objeto deste convênio  a transferencia de recursos financeiro FMAS do municipio destinado a execução descentralizada, do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho MUnicipal de Assitencia Social
58.269.515/0001-71;2009;51233;Prefeitura Municipal de Santos - Secretaria Nacional de Assistência Social;Órgão Público do Poder Executivo;Federal;Federal;Convênio;20/02/2009;45.600,00;38.000,00;60;04/01/2009;30/12/2009;Constitui o objeto deste convênio o desenvolvimento pela entidade dos programas assistenciais, compreendidos na area de atendimento a familia, observado os principios, objetivos, diretrizes da lei federal n° 8742, de 7 de dezembro de 1993, lei organica da assistencia social, e na conformidade da politica Municipal, de Assistencia Social, que recebera recursos do Fundo Municipal de Assistencia Social, aprovados aos 5/06/2007, pelo conselho Municipal da assistencia Social, que constitue parte instrumento deste convênio.
58.269.515/0001-71;2009;51233;Prefeitura Municipal de Santos - Secretaria  de Assitencia Social - Federal;Órgão Público do Poder Executivo;Municipal;Municipal;Contrapartida Municipal - Federal;20/02/2009;9.120,00;9.120,00;60;04/01/2009;30/12/2009;Constitui o objeto deste convênio o desenvolvimento pela entidade dos programas assistenciais, compreendidos na area de atendimento a familia, observado os principios, objetivos, diretrizes da lei federal n° 8742, de 7 de dezembro de 1993, lei organica da assistencia social, e na conformidade da politica Municipal, de Assistencia Social, que recebera recursos do Fundo Municipal de Assistencia Social, aprovados aos 5/06/2007, pelo conselho Municipal da assistencia Social, que constitue parte instrumento deste convênio.
58.269.515/0001-71;2009;51233;Secretária de Assistência Social - Fundo dos Direitos das Crianças e Adolescentes de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;15/04/2009;46.416,80;38.680,68;150;24/03/2009;24/03/2010;Constitui objeto deste convênio a execução do Projeto Girassóis nas Artes 2009 e seu respectivo Plano de Trabalho, e  cronograma fisico - financeiro, mediante repasse de verbas oriundas do Fundo Municipal dos Direitos da Criança e do Adolescentes, conforme autorização contida no § unico do art. 12 da lei n° 736. de 10 de junho de 1991, com a redação dada pela lei n° 2237, de maio de 2004.
58.269.515/0001-71;2009;51233;Sercretaria de Assistencioa Social - Fundo Municipal dos Direitos da Criança e do Adolescentes;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;17/06/2009;8.000,00;5.600,00;150;15/06/2009;15/06/2010;Constitui o objeto deste convênio a co.participação na execução do Projeto Girassóis nas Artes, mediante reapsse, de verbas oriundas do Fundo Municipal dos Direitos da Criança e do adolescente, conforme autorização contida no paragrafo unico, do artigo 12 da lei n° 736, 10 de junho de 1991, com a redaçãop dada pela lei , n° 2237, de 31 de maio de 2004.
58.269.515/0001-71;2009;51233;Petróleo Brasileiro S.A - Petrobrás;Sociedade de Economia Mista;Federal;Federal;Patrocinio;12/08/2009;50.000,00;20.000,00;50;01/09/2009;31/08/2010;O presente contrato, tem por objeto o Patrocinio, pela PETROBRÁS, ao projeto Cozinhando com Saber, realizado pelo patrocinado.
58.222.910/0001-07;2009;51625;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;789.570,37;789.570,37;456;-;-;O objetivo da parceria com a Prefeitura Municipal de Santos é de dar subsídio as necessidades da entidade, para que possa atender com uma ótima qualidade seu público-alvo, tais necessidades: Salários, Encargos, Alimentação, Materiais e Serviços determinados pelo órgão.
58.222.910/0001-07;2009;51625;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;-;36.000,00;36.000,00;-;-;-;O objetivo da parceria com a Prefeitura Municipal de Santos é de dar subsídio as necessidades da entidade, para que possa atender com uma ótima qualidade seu público-alvo, tais necessidades: Salários.
55.674.980/0001-08;2009;53215;FNAS;Empresa Pública;Federal;Federal;Convênio;25/01/2010;71.690,00;71.690,00;1742;01/01/2009;31/12/2010;Convênio para abrigo de crianças e família.**117 (abrigo) crianças beneficiadas.35 crianças(creche noturna (Unidade II)80 cçs e jovens - (Unidade II) 1.510 famílias - Unidade II - Reconstruindo a Família.
55.674.980/0001-08;2009;53215;Estado;Empresa Pública;Estadual;Estadual;Convênio;25/01/2010;89.992,00;89.992,00;1742;01/01/2009;31/12/2010;Trabalho com Abrigo e as famílias.117 (abrigo) crianças beneficiadas.35 crianças(creche noturna (Unidade II)80 cçs e jovens - (Unidade II) 1.510 famílias - Unidade II - Reconstruindo a Família.
55.674.980/0001-08;2009;53215;Municipal;Empresa Pública;Municipal;Municipal;Convênio;25/01/2010;60.900,00;60.900,00;1742;01/01/2009;31/12/2010;Trabalho (abrigo e famílias)**117 (abrigo) crianças beneficiadas.35 crianças(creche noturna (Unidade II)80 cçs e jovens - (Unidade II) 1.510 famílias - Unidade II - Reconstruindo a Família.
58.219.551/0001-20;2009;54165;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;Ministério Público;Municipal;Federal;Convênio;13/12/2007;3.100,00;3.100,00;31;01/01/2009;31/12/2009;Atendimento ás necessidades dos idosos.
58.219.551/0001-20;2009;54165;PREFEITURA MUNICIPAL DE SANTOS;Ministério Público;Municipal;Municipal;Convênio;18/12/2007;331.698,38;331.698,38;30;01/01/2009;31/12/2009;Atendimento ás necessidades dos idosos
